seed,model,variant_type,corruption,severity,rmse_mean,mae_mean,nll,sharp,reg_ece,reg_ece_pf_mean,reg_ece_pf,coverage_pf_50_80_90_95,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag,nominal_level,coverage_pf_mean,coverage_pf,coverage_gap_abs_mean,interval_width_mean,interval_width_pf
46,MeanPoolMLP_NLL,predictive,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.8069105744361877,0.14114251732826233,0.014485428109765053,0.014485428109765053,"[0.013300206512212753, 0.010734998621046543, 0.011001929640769958, 0.02346860058605671, 0.019207565113902092, 0.018762098625302315, 0.006103156600147486, 0.016978491097688675, 0.018829451873898506, 0.006467794068157673]","[[0.5153571367263794, 0.8055158853530884, 0.8990476131439209, 0.9439682364463806], [0.48055556416511536, 0.7781745791435242, 0.8819047808647156, 0.9348412752151489], [0.5223809480667114, 0.8062301874160767, 0.8994840979576111, 0.9431746006011963], [0.5380159020423889, 0.8214682340621948, 0.9030158519744873, 0.9466269612312317], [0.5427380800247192, 0.8251190185546875, 0.9052777886390686, 0.946825385093689], [0.5270634889602661, 0.8173015713691711, 0.9080952405929565, 0.9532142877578735], [0.52567458152771, 0.813095211982727, 0.9061111211776733, 0.948888897895813], [0.4779762029647827, 0.7848412990570068, 0.8948412537574768, 0.9516666531562805], [0.5086904764175415, 0.7978968024253845, 0.8974999785423279, 0.9458730220794678], [0.5335714221000671, 0.8517460227012634, 0.938531756401062, 0.9757142663002014]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+posthocT,predictive,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.8069109916687012,0.1410963535308838,0.014480037614703178,0.014480037614703178,"[0.01328817754983902, 0.010765879414975643, 0.01099968608468771, 0.023449048399925232, 0.0191943496465683, 0.018748654052615166, 0.006083116866648197, 0.01698499172925949, 0.01882058009505272, 0.006465894635766745]","[[0.5152778029441833, 0.8054364919662476, 0.8989285826683044, 0.943928599357605], [0.4804762005805969, 0.7781349420547485, 0.8818253874778748, 0.9348412752151489], [0.522261917591095, 0.8061904907226562, 0.8994840979576111, 0.9431349039077759], [0.5379762053489685, 0.8214682340621948, 0.9029365181922913, 0.9465476274490356], [0.5426587462425232, 0.8249602913856506, 0.9052777886390686, 0.946825385093689], [0.5269444584846497, 0.8172222375869751, 0.9079365134239197, 0.9531745910644531], [0.5255952477455139, 0.8130555748939514, 0.9061111211776733, 0.948888897895813], [0.4779365062713623, 0.7846825122833252, 0.8947619199752808, 0.9516666531562805], [0.5086110830307007, 0.7978968024253845, 0.8974999785423279, 0.945793628692627], [0.5334126949310303, 0.851706326007843, 0.9384523630142212, 0.9757142663002014]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+pfT,predictive,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.808470443226908,0.1433436197167818,0.013959947042167187,0.013959947042167187,"[0.014029158279299736, 0.0035154400393366814, 0.011500509455800056, 0.02295765094459057, 0.020347675308585167, 0.018769530579447746, 0.006686417385935783, 0.01675226166844368, 0.019874723628163338, 0.005166098941117525]","[[0.5190476179122925, 0.8095635175704956, 0.9020634889602661, 0.9462698698043823], [0.49964284896850586, 0.7989285588264465, 0.8990079164505005, 0.9461110830307007], [0.5269444584846497, 0.8110317587852478, 0.9027777910232544, 0.945555567741394], [0.5359523892402649, 0.8201190233230591, 0.9016270041465759, 0.9458730220794678], [0.5463492274284363, 0.8280158638954163, 0.907698392868042, 0.948968231678009], [0.5270634889602661, 0.8173015713691711, 0.908214271068573, 0.953253984451294], [0.527738094329834, 0.8155555725097656, 0.9072222113609314, 0.9498015642166138], [0.4801984131336212, 0.7878174781799316, 0.8968650698661804, 0.9530952572822571], [0.5159524083137512, 0.8058333396911621, 0.9034523963928223, 0.9505555629730225], [0.47630953788757324, 0.7953571677207947, 0.9003174901008606, 0.9513095021247864]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+conformal90,interval,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.8069105744361877,0.14114251732826233,0.014485428109765053,0.014485428109765053,"[0.013300206512212753, 0.010734998621046543, 0.011001929640769958, 0.02346860058605671, 0.019207565113902092, 0.018762098625302315, 0.006103156600147486, 0.016978491097688675, 0.018829451873898506, 0.006467794068157673]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,0.9,0.8971388888888889,"[0.8947222222222222, 0.8920634920634921, 0.897420634920635, 0.8986111111111111, 0.8973015873015873, 0.8983333333333333, 0.8982936507936508, 0.8946031746031746, 0.900952380952381, 0.8990873015873015]",0.0030515873015873217,1.148433804512024,"[1.156215786933899, 0.84197598695755, 1.2559560537338257, 1.5999798774719238, 1.6538729667663574, 1.818981409072876, 0.7742547392845154, 0.80994713306427, 1.4079411029815674, 0.1654682457447052]"
46,MeanPoolMLP_NLL+cdfCal90,interval,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.8069105744361877,0.14114251732826233,0.014485428109765053,0.014485428109765053,"[0.013300206512212753, 0.010734998621046543, 0.011001929640769958, 0.02346860058605671, 0.019207565113902092, 0.018762098625302315, 0.006103156600147486, 0.016978491097688675, 0.018829451873898506, 0.006467794068157673]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,0.9,0.9002341269841269,"[0.898015873015873, 0.8981349206349206, 0.8994444444444445, 0.8999603174603175, 0.9015079365079365, 0.9033333333333333, 0.9026984126984127, 0.8960317460317461, 0.9072222222222223, 0.8959920634920635]",0.0027182539682539587,1.0858109048930746,"[1.1159361828672503, 0.7949284280675284, 1.1615935729698263, 1.5094038191476886, 1.5671269840216442, 1.718649968399907, 0.767351391485633, 0.7665630454337368, 1.333301343706102, 0.1232543128314315]"
46,MeanPoolMLP_NLL+gaussSplitConf90,interval,gaussian_blur,1,0.3521605134010315,0.2635042071342468,-0.8069105744361877,0.14114251732826233,0.014485428109765053,0.014485428109765053,"[0.013300206512212753, 0.010734998621046543, 0.011001929640769958, 0.02346860058605671, 0.019207565113902092, 0.018762098625302315, 0.006103156600147486, 0.016978491097688675, 0.018829451873898506, 0.006467794068157673]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,0.9,0.9059325396825397,"[0.8990476190476191, 0.8979365079365079, 0.8995634920634921, 0.903015873015873, 0.9052777777777777, 0.9080952380952381, 0.9061111111111111, 0.8960317460317461, 0.9057142857142857, 0.938531746031746]",0.0074166666666666495,1.0988820167678008,"[1.1213374804928868, 0.8097504944615853, 1.1637587718319578, 1.527322248094727, 1.5885739299932709, 1.7550939934785126, 0.7695750595601512, 0.7669161835858246, 1.3301246962119477, 0.1563673099671499]"
46,MeanPoolMLP_NLL,predictive,gaussian_blur,3,0.44134101271629333,0.338182657957077,-0.4423872232437134,0.15832041203975677,0.056768856942653656,0.056768856942653656,"[0.22761134803295135, 0.05520618334412575, 0.03656158596277237, 0.04158676415681839, 0.05702073127031326, 0.00831576343625784, 0.06231969967484474, 0.019328013062477112, 0.05411917716264725, 0.00561931449919939]","[[0.2988888919353485, 0.538690447807312, 0.6532936692237854, 0.7360714077949524], [0.4005952477455139, 0.6807143092155457, 0.8017063736915588, 0.8747618794441223], [0.4762301445007324, 0.7573015689849854, 0.8565079569816589, 0.9120237827301025], [0.466825395822525, 0.762420654296875, 0.8664682507514954, 0.9215475916862488], [0.4515872895717621, 0.7408730387687683, 0.8448016047477722, 0.9062698483467102], [0.5091666579246521, 0.8022222518920898, 0.8970634937286377, 0.94349205493927], [0.40642857551574707, 0.6775397062301636, 0.7857539653778076, 0.8541269898414612], [0.4496428668498993, 0.7591666579246521, 0.8750793933868408, 0.9384920597076416], [0.4563491940498352, 0.744087278842926, 0.8466269969940186, 0.9046031832695007], [0.4947222173213959, 0.8100396990776062, 0.9049999713897705, 0.9531348943710327]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+posthocT,predictive,gaussian_blur,3,0.44134101271629333,0.338182657957077,-0.44229182600975037,0.15826864540576935,0.056807417422533035,0.056807417422533035,"[0.2276604026556015, 0.05524001643061638, 0.03661220893263817, 0.041637975722551346, 0.05708688497543335, 0.008344259113073349, 0.062351953238248825, 0.01935126632452011, 0.05417070910334587, 0.005618436727672815]","[[0.29876983165740967, 0.5385714173316956, 0.653253972530365, 0.7359920740127563], [0.4004761874675751, 0.6805555820465088, 0.8016666769981384, 0.8746825456619263], [0.4761904776096344, 0.7572619318962097, 0.8564285635948181, 0.9119047522544861], [0.466785728931427, 0.7623809576034546, 0.8663889169692993, 0.9215475916862488], [0.45150792598724365, 0.7408333420753479, 0.8447222113609314, 0.9062698483467102], [0.5091666579246521, 0.8021825551986694, 0.8970237970352173, 0.9434523582458496], [0.40638887882232666, 0.6774603128433228, 0.7857142686843872, 0.8539285659790039], [0.4496031701564789, 0.759087324142456, 0.8750396966934204, 0.9384523630142212], [0.45623016357421875, 0.7440476417541504, 0.8465079069137573, 0.9045634865760803], [0.4946031868457794, 0.8099603056907654, 0.904880940914154, 0.9530952572822571]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+pfT,predictive,gaussian_blur,3,0.44134101271629333,0.338182657957077,-0.4475304721490936,0.1607212027675175,0.05419284850358963,0.05419284850358963,"[0.22464078664779663, 0.04511440172791481, 0.033286843448877335, 0.04292507842183113, 0.05316167697310448, 0.008300022222101688, 0.06138087436556816, 0.018519271165132523, 0.04804440587759018, 0.006555134430527687]","[[0.3013491928577423, 0.5426983833312988, 0.6579762101173401, 0.7408333420753479], [0.41853174567222595, 0.7031348943710327, 0.823968231678009, 0.8910714387893677], [0.4804365038871765, 0.7623809576034546, 0.8609920740127563, 0.9147619009017944], [0.46543651819229126, 0.7607539892196655, 0.8647222518920898, 0.9203571677207947], [0.45595237612724304, 0.745119035243988, 0.8486111164093018, 0.909166693687439], [0.5091666579246521, 0.8022618889808655, 0.8970634937286377, 0.94349205493927], [0.4089285731315613, 0.6794047355651855, 0.7877777814865112, 0.856071412563324], [0.45206350088119507, 0.7621031999588013, 0.8774999976158142, 0.9403571486473083], [0.4637301564216614, 0.7520238161087036, 0.8537301421165466, 0.9105952382087708], [0.44428572058677673, 0.7533730268478394, 0.863095223903656, 0.922182559967041]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,,,,,,
46,MeanPoolMLP_NLL+conformal90,interval,gaussian_blur,3,0.44134101271629333,0.338182657957077,-0.4423872232437134,0.15832041203975677,0.056768856942653656,0.056768856942653656,"[0.22761134803295135, 0.05520618334412575, 0.03656158596277237, 0.04158676415681839, 0.05702073127031326, 0.00831576343625784, 0.06231969967484474, 0.019328013062477112, 0.05411917716264725, 0.00561931449919939]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed46,meanpool,MeanPoolMLP,nll,NLL,0.9,0.8228412698412699,"[0.633968253968254, 0.8085714285714286, 0.842936507936508, 0.8541269841269842, 0.8377777777777777, 0.8637698412698412, 0.7778571428571428, 0.8768253968253968, 0.8621825396825397, 0.8703968253968254]",0.07715873015873018,1.148433804512024,"[1.156215786933899, 0.84197598695755, 1.2559560537338257, 1.5999798774719238, 1.6538729667663574, 1.818981409072876, 0.7742547392845154, 0.80994713306427, 1.4079411029815674, 0.1654682457447052]"
