seed,model,epoch,train_loss,val_loss,val_nll,best_val,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag
47,FlatMLP_NLL,1,-0.3472764141418736,-0.5644380816959199,-0.5644380816959199,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,2,-0.6854410897150662,-0.8385280951999483,-0.8385280951999483,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,3,-0.8893895900354604,-0.9615737714464703,-0.9615737714464703,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,4,-0.9907476702358777,-1.020165421243698,-1.020165421243698,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,5,-1.0560541290454764,-1.0293961486362275,-1.0293961486362275,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,6,-1.118308060122966,-1.1293041678080482,-1.1293041678080482,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,7,-1.1894825166201044,-1.0860269021987916,-1.0860269021987916,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,8,-1.2316578411593428,-1.2767210588757953,-1.2767210588757953,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,9,-1.2672529805736776,-1.1897133753791689,-1.1897133753791689,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
47,FlatMLP_NLL,10,-1.2857563985676572,-1.3139003366137307,-1.3139003366137307,-1.3139003366137307,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL
