seed,model,r2_set_repr_mean,r2_z_mean,r2_set_repr_pf,r2_z_pf,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag
45,DeepSets_NLL,0.7849218249320984,0.7852083444595337,"[0.9170405864715576, 0.9556170105934143, 0.8292770981788635, 0.5829274654388428, 0.5212188959121704, 0.39264464378356934, 0.9513602256774902, 0.8930835127830505, 0.8091812133789062, 0.9968677163124084]","[0.9288702011108398, 0.9615868330001831, 0.8373585343360901, 0.5921857953071594, 0.5124290585517883, 0.3622870445251465, 0.9621912837028503, 0.8932547569274902, 0.8047049045562744, 0.9972153902053833]",DeepSets_NLL,DeepSets_NLL_seed45,deepsets,DeepSets,nll,NLL
