seed,model,variant_type,corruption,severity,rmse_mean,mae_mean,nll,sharp,reg_ece,reg_ece_pf_mean,reg_ece_pf,coverage_pf_50_80_90_95,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag,nominal_level,coverage_pf_mean,coverage_pf,coverage_gap_abs_mean,interval_width_mean,interval_width_pf
45,MeanPoolLinear_RESVAR,predictive,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.43453726172447205,0.21663464605808258,0.03274615854024887,0.03274615854024887,"[0.037836961448192596, 0.01824743114411831, 0.040652818977832794, 0.04423383250832558, 0.04477139562368393, 0.035369567573070526, 0.018040738999843597, 0.016472574323415756, 0.028992336243391037, 0.042843930423259735]","[[0.4549206495285034, 0.7687301635742188, 0.8783730268478394, 0.9338492155075073], [0.4806349277496338, 0.7825396656990051, 0.8942857384681702, 0.9461507797241211], [0.4623015820980072, 0.7615873217582703, 0.8744444251060486, 0.9340079426765442], [0.4548412561416626, 0.7620238065719604, 0.8766269683837891, 0.936984121799469], [0.45206350088119507, 0.7680555582046509, 0.8823412656784058, 0.9419047832489014], [0.46166667342185974, 0.7719841003417969, 0.886388897895813, 0.9443253874778748], [0.4724999964237213, 0.7730952501296997, 0.8841666579246521, 0.9406746029853821], [0.49916666746139526, 0.7881349325180054, 0.8838492035865784, 0.934166669845581], [0.46936509013175964, 0.7748016119003296, 0.8866269588470459, 0.9463889002799988], [0.39674603939056396, 0.8383333086967468, 0.9425793886184692, 0.9721031785011292]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+posthocT,predictive,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.43680617213249207,0.2391670048236847,0.024900516495108604,0.024900516495108604,"[0.02204694226384163, 0.02005026303231716, 0.02696792595088482, 0.03274955227971077, 0.029369967058300972, 0.030295468866825104, 0.013099935837090015, 0.0150082316249609, 0.021402984857559204, 0.03801390156149864]","[[0.47702381014823914, 0.7918650507926941, 0.8971031904220581, 0.9466666579246521], [0.5023015737533569, 0.8064285516738892, 0.9111904501914978, 0.9588491916656494], [0.48253968358039856, 0.7848809361457825, 0.8940476179122925, 0.9458333253860474], [0.4761904776096344, 0.7859126925468445, 0.8951190710067749, 0.9493253827095032], [0.47361111640930176, 0.7927380800247192, 0.9016666412353516, 0.953769862651825], [0.48448413610458374, 0.7950000166893005, 0.9038095474243164, 0.9563094973564148], [0.49138888716697693, 0.7958729863166809, 0.9026190638542175, 0.9533730149269104], [0.5198412537574768, 0.8087301850318909, 0.8997619152069092, 0.946587324142456], [0.49198412895202637, 0.7997221946716309, 0.9051983952522278, 0.9580555558204651], [0.4182142913341522, 0.870119035243988, 0.9523412585258484, 0.9776190519332886]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+pfT,predictive,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.4373531919340514,0.24342567872323875,0.02389567904174328,0.02389567904174328,"[0.02226228639483452, 0.01783219911158085, 0.024966411292552948, 0.028559677302837372, 0.024002207443118095, 0.030113983899354935, 0.013022257015109062, 0.015065915882587433, 0.02055790275335312, 0.042573943734169006]","[[0.4836111068725586, 0.7985714077949524, 0.9014285802841187, 0.9498809576034546], [0.49146825075149536, 0.7951984405517578, 0.902738094329834, 0.9525396823883057], [0.4973412752151489, 0.7998015880584717, 0.9058730006217957, 0.953849196434021], [0.483174592256546, 0.7968651056289673, 0.9019047617912292, 0.953769862651825], [0.48480159044265747, 0.8053571581840515, 0.9107142686843872, 0.9596428275108337], [0.4863491952419281, 0.7967857122421265, 0.9056745767593384, 0.9572222232818604], [0.4850793778896332, 0.7879365086555481, 0.896309494972229, 0.9486904740333557], [0.5125793814659119, 0.8009523749351501, 0.8940079212188721, 0.9424999952316284], [0.4972222149372101, 0.8051587343215942, 0.910793662071228, 0.9611507654190063], [0.39789682626724243, 0.8398809432983398, 0.9431746006011963, 0.9725396633148193]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+conformal90,interval,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.43453726172447205,0.21663464605808258,0.03274615854024887,0.03274615854024887,"[0.037836961448192596, 0.01824743114411831, 0.040652818977832794, 0.04423383250832558, 0.04477139562368393, 0.035369567573070526, 0.018040738999843597, 0.016472574323415756, 0.028992336243391037, 0.042843930423259735]",,MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,0.9,0.8985873015873016,"[0.8970634920634921, 0.8995634920634921, 0.9001984126984127, 0.8936111111111111, 0.8984920634920635, 0.8936111111111111, 0.895, 0.9021428571428571, 0.9029365079365079, 0.9032539682539683]",0.003119047619047621,1.6398764848709106,"[1.7955433130264282, 1.2348647117614746, 1.823874592781067, 1.9599488973617554, 2.0387556552886963, 1.9960938692092896, 1.229024052619934, 1.0453778505325317, 1.6811790466308594, 1.5941280126571655]"
45,MeanPoolLinear_RESVAR+cdfCal90,interval,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.43453726172447205,0.21663464605808258,0.03274615854024887,0.03274615854024887,"[0.037836961448192596, 0.01824743114411831, 0.040652818977832794, 0.04423383250832558, 0.04477139562368393, 0.035369567573070526, 0.018040738999843597, 0.016472574323415756, 0.028992336243391037, 0.042843930423259735]",,MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,0.9,0.9009166666666667,"[0.8983730158730159, 0.9001587301587302, 0.9026587301587301, 0.8965873015873016, 0.9032142857142857, 0.9, 0.8948015873015873, 0.9013095238095238, 0.9082936507936508, 0.9037698412698413]",0.002964285714285697,1.4725271226398213,"[1.7320497517678366, 1.1654472227835393, 1.7383639473483052, 1.8684747878005372, 1.951452703404355, 1.9296906642542984, 1.1956235499427785, 1.003338887772183, 1.5890880060233745, 0.5517417053010073]"
45,MeanPoolLinear_RESVAR+gaussSplitConf90,interval,gaussian_blur,1,0.4849027693271637,0.37153273820877075,-0.43453726172447205,0.21663464605808258,0.03274615854024887,0.03274615854024887,"[0.037836961448192596, 0.01824743114411831, 0.040652818977832794, 0.04423383250832558, 0.04477139562368393, 0.035369567573070526, 0.018040738999843597, 0.016472574323415756, 0.028992336243391037, 0.042843930423259735]",,MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,0.9,0.9042142857142856,"[0.8964682539682539, 0.8990079365079365, 0.9014285714285715, 0.8961507936507936, 0.9035714285714286, 0.8995238095238095, 0.8959920634920635, 0.9000396825396826, 0.9073809523809524, 0.9425793650793651]",0.006785714285714306,1.4797453227961428,"[1.7300714716318517, 1.1619162036184867, 1.7336604646510692, 1.8684460292705873, 1.9537481322452646, 1.9283121225406896, 1.198143795683239, 1.0070245509415467, 1.5835140265073124, 0.632616430871378]"
45,MeanPoolLinear_RESVAR,predictive,gaussian_blur,3,0.5453082323074341,0.42047977447509766,-0.262197345495224,0.23617689311504364,0.06600594520568848,0.06600594520568848,"[0.23295266926288605, 0.03199057653546333, 0.03351278603076935, 0.06921696662902832, 0.10484626889228821, 0.03105737268924713, 0.058250363916158676, 0.022122880443930626, 0.03788350895047188, 0.03822604566812515]","[[0.3377380967140198, 0.5861904621124268, 0.7012301683425903, 0.783134937286377], [0.46261903643608093, 0.7578571438789368, 0.8658333420753479, 0.9242857098579407], [0.465753972530365, 0.7637301683425903, 0.8771428465843201, 0.9379761815071106], [0.4218650758266449, 0.7313095331192017, 0.8515475988388062, 0.9188492298126221], [0.40567460656166077, 0.6957142949104309, 0.8219444155693054, 0.8985714316368103], [0.45976191759109497, 0.7734920382499695, 0.8907936215400696, 0.9475396871566772], [0.42765873670578003, 0.7141666412353516, 0.8289682269096375, 0.8957936763763428], [0.4851587414741516, 0.769444465637207, 0.8677380681037903, 0.9235714077949524], [0.46793651580810547, 0.7683730125427246, 0.8793253898620605, 0.9371825456619263], [0.4275793731212616, 0.8626984357833862, 0.9420238137245178, 0.9680555462837219]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+posthocT,predictive,gaussian_blur,3,0.5453082323074341,0.42047977447509766,-0.2766415476799011,0.2607418894767761,0.0534152016043663,0.0534152016043663,"[0.21219979226589203, 0.027275346219539642, 0.02389160916209221, 0.04733174294233322, 0.08202873170375824, 0.02016911655664444, 0.043491799384355545, 0.017562543973326683, 0.026675613597035408, 0.0335257351398468]","[[0.3546825349330902, 0.6090475916862488, 0.724841296672821, 0.8052777647972107], [0.4817063510417938, 0.7813095450401306, 0.8836110830307007, 0.9380555748939514], [0.4867857098579407, 0.7878571152687073, 0.8959920406341553, 0.9501190185546875], [0.44210317730903625, 0.7561904788017273, 0.8714682459831238, 0.9328571557998657], [0.42373016476631165, 0.7203968167304993, 0.8453174829483032, 0.9169047474861145], [0.4824603199958801, 0.7980555295944214, 0.909166693687439, 0.959841251373291], [0.44535714387893677, 0.7382936477661133, 0.848809540271759, 0.9123809337615967], [0.506428599357605, 0.7913888692855835, 0.8854761719703674, 0.9358333349227905], [0.48944443464279175, 0.7932142615318298, 0.8991666436195374, 0.9491666555404663], [0.4498412609100342, 0.88698410987854, 0.9507539868354797, 0.973809540271759]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+pfT,predictive,gaussian_blur,3,0.5453082323074341,0.42047977447509766,-0.2789907896347695,0.26538543837683526,0.05171353369951248,0.05171353369951248,"[0.20619505643844604, 0.02860536426305771, 0.023072386160492897, 0.04003065079450607, 0.06915823370218277, 0.019920263439416885, 0.04880567267537117, 0.019108522683382034, 0.0242769718170166, 0.0379621647298336]","[[0.3588888943195343, 0.6152777671813965, 0.7316269874572754, 0.8121031522750854], [0.47257936000823975, 0.7688491940498352, 0.8750793933868408, 0.9324206113815308], [0.49984127283096313, 0.8038095235824585, 0.907182514667511, 0.9570634961128235], [0.4505952298641205, 0.7658730149269104, 0.8797222375869751, 0.9381746053695679], [0.43392857909202576, 0.7324206233024597, 0.8573015928268433, 0.9260714054107666], [0.48400792479515076, 0.800079345703125, 0.9105555415153503, 0.9607539772987366], [0.43964284658432007, 0.729801595211029, 0.842301607131958, 0.907182514667511], [0.4983333349227905, 0.7827380895614624, 0.8783730268478394, 0.9311507940292358], [0.49440476298332214, 0.7992857098579407, 0.9034920930862427, 0.9516666531562805], [0.42888888716697693, 0.8642460107803345, 0.9424206614494324, 0.9682936668395996]]",MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,,,,,,
45,MeanPoolLinear_RESVAR+conformal90,interval,gaussian_blur,3,0.5453082323074341,0.42047977447509766,-0.262197345495224,0.23617689311504364,0.06600594520568848,0.06600594520568848,"[0.23295266926288605, 0.03199057653546333, 0.03351278603076935, 0.06921696662902832, 0.10484626889228821, 0.03105737268924713, 0.058250363916158676, 0.022122880443930626, 0.03788350895047188, 0.03822604566812515]",,MeanPoolLinear_RESVAR,MeanPoolLinear_RESVAR_seed45,meanpool_linear,MeanPoolLinear,residual_variance_reg,RESVAR,0.9,0.861547619047619,"[0.7421428571428571, 0.8773809523809524, 0.8806746031746032, 0.8726984126984128, 0.8563888888888889, 0.8698412698412699, 0.8415079365079365, 0.8842063492063492, 0.8867460317460317, 0.9038888888888889]",0.03923015873015874,1.639876365661621,"[1.7955433130264282, 1.2348647117614746, 1.823874592781067, 1.9599488973617554, 2.0387556552886963, 1.9960938692092896, 1.229024052619934, 1.0453778505325317, 1.6811790466308594, 1.5941280126571655]"
