seed,model,epoch,train_loss,val_loss,val_nll,best_val,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag
45,FlatMLP_NLL,1,-0.3604704548051906,-0.6157304571545313,-0.6157304571545313,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,2,-0.684627442616424,-0.7837152202167208,-0.7837152202167208,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,3,-0.9017890114548766,-0.9457897130269853,-0.9457897130269853,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,4,-1.0009912112150243,-0.9826881583531698,-0.9826881583531698,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,5,-1.085557284582229,-1.1657195774714153,-1.1657195774714153,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,6,-1.1658980051087744,-1.2063727383386522,-1.2063727383386522,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,7,-1.2311171844354591,-1.1509141029630388,-1.1509141029630388,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,8,-1.2432985155586633,-1.290586612262423,-1.290586612262423,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,9,-1.2847957476190368,-1.2932862976619175,-1.2932862976619175,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
45,FlatMLP_NLL,10,-1.2991135128717575,-1.2619595155261811,-1.2619595155261811,-1.2932862976619175,FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL
