seed,model,epoch,train_loss,val_loss,val_nll,best_val,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag
47,MeanPoolMLP_NLL,1,-0.19818625438255397,-0.35656990898980034,-0.35656990898980034,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,2,-0.40404231063903323,-0.431849025355445,-0.431849025355445,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,3,-0.4929189823249871,-0.5406522165025983,-0.5406522165025983,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,4,-0.581499205657414,-0.6435846631110661,-0.6435846631110661,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,5,-0.6650622828296884,-0.6725762794509766,-0.6725762794509766,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,6,-0.7111393982392771,-0.7306022637609452,-0.7306022637609452,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,7,-0.7456640261905744,-0.7704554561963157,-0.7704554561963157,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,8,-0.7745935587361586,-0.775922934365651,-0.775922934365651,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,9,-0.7992959768852018,-0.8148944010431804,-0.8148944010431804,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
47,MeanPoolMLP_NLL,10,-0.8211287646949607,-0.831898018746149,-0.831898018746149,-0.831898018746149,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL
