seed,model,rmse_mean,mae_mean,nll,sharp,reg_ece,reg_ece_pf_mean,reg_ece_pf,coverage_pf_50_80_90_95,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag,T,T_pf,coverage_pf_mean,coverage_pf,qhat_pf
45,MeanPoolLinear_NLL,0.4886455535888672,0.37048977613449097,-0.4460408389568329,0.24869658052921295,0.021359121426939964,0.021359121426939964,"[0.021456731483340263, 0.018042804673314095, 0.018973153084516525, 0.028741061687469482, 0.02002515085041523, 0.02402714267373085, 0.010000648908317089, 0.013752019964158535, 0.01255561038851738, 0.04601689428091049]","[[0.4880158603191376, 0.799047589302063, 0.9042063355445862, 0.9509920477867126], [0.4925793707370758, 0.7952380776405334, 0.9024999737739563, 0.953849196434021], [0.49440476298332214, 0.7998412847518921, 0.9028174877166748, 0.9513095021247864], [0.4947619140148163, 0.7992063760757446, 0.9008333086967468, 0.9529761672019958], [0.49686509370803833, 0.8062698245048523, 0.9086111187934875, 0.9571031928062439], [0.4933333396911621, 0.7992857098579407, 0.9050396680831909, 0.9559524059295654], [0.4900793731212616, 0.7938492298126221, 0.8994840979576111, 0.9519841074943542], [0.5051587224006653, 0.7976190447807312, 0.8933730125427246, 0.9425396919250488], [0.4932936429977417, 0.8001587390899658, 0.9057142734527588, 0.9560317397117615], [0.3961507976055145, 0.8181349039077759, 0.9400396943092346, 0.9710714221000671]]",MeanPoolLinear_NLL,MeanPoolLinear_NLL_seed45,meanpool_linear,MeanPoolLinear,nll,NLL,,,,,
45,MeanPoolLinear_NLL+posthocT,0.4886455535888672,0.37048977613449097,-0.44604092836380005,0.248261958360672,0.02135854959487915,0.02135854959487915,"[0.021357612684369087, 0.017985308542847633, 0.018903274089097977, 0.02881493605673313, 0.020050473511219025, 0.02407332882285118, 0.009976102970540524, 0.013731765560805798, 0.012576678767800331, 0.04611601307988167]","[[0.48750001192092896, 0.7987301349639893, 0.9039682745933533, 0.9507936239242554], [0.4921031892299652, 0.7949603199958801, 0.902222216129303, 0.9535317420959473], [0.49420633912086487, 0.799484133720398, 0.9026983976364136, 0.9511111378669739], [0.49444442987442017, 0.7988095283508301, 0.9004762172698975, 0.952817440032959], [0.4964682459831238, 0.8057539463043213, 0.9083729982376099, 0.9569841027259827], [0.4930555522441864, 0.7989285588264465, 0.9044444561004639, 0.9556745886802673], [0.49000000953674316, 0.793571412563324, 0.8991666436195374, 0.9517857432365417], [0.5048412680625916, 0.7972221970558167, 0.8930952548980713, 0.942380964756012], [0.49273809790611267, 0.7998412847518921, 0.9056745767593384, 0.9558730125427246], [0.3958730101585388, 0.8176984190940857, 0.9396428465843201, 0.9709523916244507]]",MeanPoolLinear_NLL,MeanPoolLinear_NLL_seed45,meanpool_linear,MeanPoolLinear,nll,NLL,0.9991257786750793,,,,
45,MeanPoolLinear_NLL+pfT,0.4886455535888672,0.37048977613449097,-0.4460059106349945,0.24739079177379608,0.021535512059926987,0.021535512059926987,"[0.022024165838956833, 0.01771675981581211, 0.01907765306532383, 0.029643304646015167, 0.020099172368645668, 0.02511410415172577, 0.009873905219137669, 0.013976176269352436, 0.012630126439034939, 0.04519977420568466]","[[0.4903174638748169, 0.8019841313362122, 0.9060317277908325, 0.9523412585258484], [0.4903968274593353, 0.7930952310562134, 0.9003174901008606, 0.9524206519126892], [0.49488094449043274, 0.8000397086143494, 0.9032936692237854, 0.9516666531562805], [0.4915476143360138, 0.7953571677207947, 0.8977380990982056, 0.9509127140045166], [0.4957142770290375, 0.8044841289520264, 0.9077777862548828, 0.9566270112991333], [0.4863888919353485, 0.791190505027771, 0.8998016119003296, 0.9518253803253174], [0.4884127080440521, 0.7918650507926941, 0.8976190686225891, 0.9507142901420593], [0.5087698698043823, 0.8020238280296326, 0.8959127068519592, 0.9448015689849854], [0.49496030807495117, 0.8016666769981384, 0.9069444537162781, 0.9567063450813293], [0.39948412775993347, 0.8232936263084412, 0.9419047832489014, 0.9717857241630554]]",MeanPoolLinear_NLL,MeanPoolLinear_NLL_seed45,meanpool_linear,MeanPoolLinear,nll,NLL,,"[1.0050042867660522, 0.9950426816940308, 1.001307487487793, 0.9924551844596863, 0.9974459409713745, 0.9830554127693176, 0.9954865574836731, 1.0096735954284668, 1.0037391185760498, 1.0072070360183716]",,,
45,MeanPoolLinear_NLL+cdfCal90,0.4886455535888672,0.37048977613449097,-0.4460408389568329,0.24869658052921295,0.021359121426939964,0.021359121426939964,"[0.021456731483340263, 0.018042804673314095, 0.018973153084516525, 0.028741061687469482, 0.02002515085041523, 0.02402714267373085, 0.010000648908317089, 0.013752019964158535, 0.01255561038851738, 0.04601689428091049]",,MeanPoolLinear_NLL,MeanPoolLinear_NLL_seed45,meanpool_linear,MeanPoolLinear,nll,NLL,,,0.8998968253968254,"[0.9026587301587301, 0.8975396825396825, 0.9005952380952381, 0.8945634920634921, 0.9011111111111111, 0.8945634920634921, 0.8963492063492063, 0.9034126984126984, 0.9068253968253969, 0.9013492063492063]",
45,MeanPoolLinear_NLL+gaussSplitConf90,0.4886455535888672,0.37048977613449097,-0.4460408389568329,0.24869658052921295,0.021359121426939964,0.021359121426939964,"[0.021456731483340263, 0.018042804673314095, 0.018973153084516525, 0.028741061687469482, 0.02002515085041523, 0.02402714267373085, 0.010000648908317089, 0.013752019964158535, 0.01255561038851738, 0.04601689428091049]",,MeanPoolLinear_NLL,MeanPoolLinear_NLL_seed45,meanpool_linear,MeanPoolLinear,nll,NLL,,,0.9071388888888888,"[0.9042063492063492, 0.9025, 0.9028174603174604, 0.9008333333333334, 0.9086111111111111, 0.9050396825396826, 0.8994841269841269, 0.9011507936507936, 0.9067063492063492, 0.9400396825396825]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014246830082728628, 0.0021509120854067247, 0.0]"
45,MeanPoolMLP_NLL,0.35074347257614136,0.26158881187438965,-0.8291120529174805,0.14049872756004333,0.014218553900718689,0.014218553900718689,"[0.012247511185705662, 0.0040506767109036446, 0.011240570805966854, 0.019556688144803047, 0.018975162878632545, 0.02144448086619377, 0.012941802851855755, 0.01654352806508541, 0.01886831596493721, 0.006316798273473978]","[[0.51198410987854, 0.8063889145851135, 0.9012698531150818, 0.9463492035865784], [0.4967857003211975, 0.7935317754745483, 0.8930555582046509, 0.944007933139801], [0.5164285898208618, 0.8122618794441223, 0.9041666388511658, 0.9486111402511597], [0.529880940914154, 0.8175793886184692, 0.9063888788223267, 0.9481348991394043], [0.5457936525344849, 0.8276190757751465, 0.9100000262260437, 0.9512698650360107], [0.5234920382499695, 0.8165079355239868, 0.9073412418365479, 0.9501190185546875], [0.4818650782108307, 0.7725793719291687, 0.8739285469055176, 0.9276984333992004], [0.4901190400123596, 0.7941666841506958, 0.9026587009429932, 0.9579761624336243], [0.5011507868766785, 0.7974603176116943, 0.8967857360839844, 0.948888897895813], [0.516269862651825, 0.8394444584846497, 0.9271031618118286, 0.9658730030059814]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed45,meanpool,MeanPoolMLP,nll,NLL,,,,,
45,MeanPoolMLP_NLL+posthocT,0.35074347257614136,0.26158881187438965,-0.8291201591491699,0.1410105675458908,0.014294929802417755,0.014294929802417755,"[0.01212451420724392, 0.004005413502454758, 0.011440654285252094, 0.019670691341161728, 0.01955259218811989, 0.021701015532016754, 0.012631691060960293, 0.0165279358625412, 0.0189544465392828, 0.006340357940644026]","[[0.5126190185546875, 0.8071428537368774, 0.9017857313156128, 0.9466269612312317], [0.4977777898311615, 0.7942857146263123, 0.8938094973564148, 0.944523811340332], [0.5174999833106995, 0.8126984238624573, 0.9046428799629211, 0.9488095045089722], [0.5309523940086365, 0.8182936310768127, 0.9066269993782043, 0.948452353477478], [0.5466269850730896, 0.8279365301132202, 0.9104762077331543, 0.9516666531562805], [0.5242063403129578, 0.8170635104179382, 0.9080158472061157, 0.950515866279602], [0.4821825325489044, 0.7736507654190063, 0.875, 0.9278967976570129], [0.49071428179740906, 0.7948412895202637, 0.9035714268684387, 0.9583730101585388], [0.5019841194152832, 0.7982539534568787, 0.897261917591095, 0.9495635032653809], [0.5169444680213928, 0.8403174877166748, 0.9276984333992004, 0.9661508202552795]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed45,meanpool,MeanPoolMLP,nll,NLL,1.0018198490142822,,,,
45,MeanPoolMLP_NLL+pfT,0.35074347257614136,0.26158881187438965,-0.8304375410079956,0.13963152468204498,0.012981349602341652,0.012981349602341652,"[0.011576620861887932, 0.005378037691116333, 0.010903808288276196, 0.018870744854211807, 0.01581704616546631, 0.0201027262955904, 0.004536696709692478, 0.017452837899327278, 0.01963886246085167, 0.005536110606044531]","[[0.5211507678031921, 0.8159127235412598, 0.908134937286377, 0.9500793814659119], [0.5082539916038513, 0.8053174614906311, 0.9013095498085022, 0.9495635032653809], [0.5135714411735535, 0.8089285492897034, 0.9023809432983398, 0.9472222328186035], [0.5254762172698975, 0.8131746053695679, 0.902738094329834, 0.9460317492485046], [0.5369841456413269, 0.8207539916038513, 0.9053968191146851, 0.9478174448013306], [0.5137698650360107, 0.806071400642395, 0.900158703327179, 0.9455952644348145], [0.5136111378669739, 0.80865079164505, 0.9014285802841187, 0.9461507797241211], [0.482619047164917, 0.7857539653778076, 0.895714282989502, 0.9533730149269104], [0.5091269612312317, 0.8040872812271118, 0.9023016095161438, 0.9524206519126892], [0.4881349205970764, 0.8122618794441223, 0.9086904525756836, 0.95333331823349]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed45,meanpool,MeanPoolMLP,nll,NLL,,"[1.0218981504440308, 1.0264499187469482, 0.9932904839515686, 0.9890503287315369, 0.9829756021499634, 0.9759697914123535, 1.0845611095428467, 0.9806618094444275, 1.0162816047668457, 0.9396972060203552]",,,
45,MeanPoolMLP_NLL+cdfCal90,0.35074347257614136,0.26158881187438965,-0.8291120529174805,0.14049872756004333,0.014218553900718689,0.014218553900718689,"[0.012247511185705662, 0.0040506767109036446, 0.011240570805966854, 0.019556688144803047, 0.018975162878632545, 0.02144448086619377, 0.012941802851855755, 0.01654352806508541, 0.01886831596493721, 0.006316798273473978]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed45,meanpool,MeanPoolMLP,nll,NLL,,,0.8998174603174605,"[0.9047619047619048, 0.9005555555555556, 0.8976190476190476, 0.9010317460317461, 0.8978968253968254, 0.8987301587301587, 0.8993650793650794, 0.8971428571428571, 0.9042460317460318, 0.8968253968253969]",
45,MeanPoolMLP_NLL+gaussSplitConf90,0.35074347257614136,0.26158881187438965,-0.8291120529174805,0.14049872756004333,0.014218553900718689,0.014218553900718689,"[0.012247511185705662, 0.0040506767109036446, 0.011240570805966854, 0.019556688144803047, 0.018975162878632545, 0.02144448086619377, 0.012941802851855755, 0.01654352806508541, 0.01886831596493721, 0.006316798273473978]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed45,meanpool,MeanPoolMLP,nll,NLL,,,0.9065436507936508,"[0.9057142857142857, 0.9011904761904762, 0.9041666666666667, 0.9063888888888889, 0.91, 0.9073412698412698, 0.8988095238095238, 0.9026587301587301, 0.902063492063492, 0.9271031746031746]","[0.006333027677054197, 0.009852104749398018, 0.0, 0.0, 0.0, 0.0, 0.025550120975335638, 0.0, 0.008884933095050078, 0.0]"
45,FlatMLP_NLL,0.2375480830669403,0.16368213295936584,-1.298683762550354,0.05787280574440956,0.012391757220029831,0.012391757220029831,"[0.009067544713616371, 0.016711335629224777, 0.00855321902781725, 0.010380960069596767, 0.019216975197196007, 0.010606572963297367, 0.003237641416490078, 0.018230164423584938, 0.023608874529600143, 0.004304283764213324]","[[0.536309540271759, 0.8322222232818604, 0.9169841408729553, 0.9575793743133545], [0.45079365372657776, 0.7386904954910278, 0.8429762125015259, 0.9041270017623901], [0.5246031880378723, 0.8089285492897034, 0.8968650698661804, 0.9417063593864441], [0.5198412537574768, 0.806587278842926, 0.893412709236145, 0.9393650889396667], [0.5073809623718262, 0.7948015928268433, 0.8916270136833191, 0.9375396966934204], [0.535793662071228, 0.8182539939880371, 0.9015079140663147, 0.9424999952316284], [0.5180952548980713, 0.8113889098167419, 0.9046428799629211, 0.949404776096344], [0.48523810505867004, 0.7914285659790039, 0.9021825194358826, 0.9573412537574768], [0.4722222089767456, 0.760873019695282, 0.8693650960922241, 0.9311110973358154], [0.44055554270744324, 0.7834126949310303, 0.9013491868972778, 0.953253984451294]]",FlatMLP_NLL,FlatMLP_NLL_seed45,flatmlp,FlatMLP,nll,NLL,,,,,
