seed,model,rmse_mean,mae_mean,nll,sharp,reg_ece,reg_ece_pf_mean,reg_ece_pf,coverage_pf_50_80_90_95,experiment_name,run_id,architecture,architecture_tag,loss_mode,loss_tag,T,T_pf,coverage_pf_mean,coverage_pf,qhat_pf
47,MeanPoolMLP_NLL+posthocT,0.34776684641838074,0.2602209746837616,-0.8314940333366394,0.13588066399097443,0.013457834720611572,0.013457834720611572,"[0.012541372328996658, 0.01549463253468275, 0.009825421497225761, 0.02350987307727337, 0.017066307365894318, 0.017847318202257156, 0.004662906751036644, 0.014679825864732265, 0.012096182443201542, 0.006854506209492683]","[[0.5140079259872437, 0.8046428561210632, 0.8989285826683044, 0.946309506893158], [0.4607539772987366, 0.7567460536956787, 0.8703174591064453, 0.9275793433189392], [0.5172619223594666, 0.8092063665390015, 0.8991270065307617, 0.942460298538208], [0.546230137348175, 0.8247222304344177, 0.9045237898826599, 0.9475793838500977], [0.5278174877166748, 0.8143650889396667, 0.9029365181922913, 0.9459127187728882], [0.520198404788971, 0.8061110973358154, 0.8999603390693665, 0.9445635080337524], [0.5111507773399353, 0.8061904907226562, 0.898888885974884, 0.9467063546180725], [0.49123015999794006, 0.7821428775787354, 0.88484126329422, 0.9422222375869751], [0.5022618770599365, 0.7975397109985352, 0.8985317349433899, 0.9508333206176758], [0.5731745958328247, 0.8682936429977417, 0.9487301707267761, 0.9823015928268433]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL,0.9933601021766663,,,,
47,MeanPoolMLP_NLL+pfT,0.34776684641838074,0.2602209746837616,-0.835038423538208,0.13862702250480652,0.013342998921871185,0.013342998921871185,"[0.012398873455822468, 0.015697278082370758, 0.010123574174940586, 0.02201518416404724, 0.019375599920749664, 0.018088726326823235, 0.004655701108276844, 0.014129308052361012, 0.011991314589977264, 0.004954439587891102]","[[0.5128571391105652, 0.8036507964134216, 0.8980158567428589, 0.9456349015235901], [0.49642857909202576, 0.7983730435371399, 0.9013095498085022, 0.9488095045089722], [0.5226587057113647, 0.8147222399711609, 0.902738094329834, 0.945039689540863], [0.5371428728103638, 0.8174999952316284, 0.898888885974884, 0.9429364800453186], [0.5399603247642517, 0.8237301707267761, 0.9116269946098328, 0.9506745934486389], [0.5225396752357483, 0.8083730340003967, 0.9014682769775391, 0.9455952644348145], [0.5114285945892334, 0.80650794506073, 0.8992460370063782, 0.9469841122627258], [0.5003968477249146, 0.790753960609436, 0.8920238018035889, 0.9481348991394043], [0.5046825408935547, 0.7998015880584717, 0.9011111259460449, 0.9522222280502319], [0.49507936835289, 0.7955555319786072, 0.8957539796829224, 0.9486507773399353]]",MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL,,"[0.9906075596809387, 1.0843546390533447, 1.0061217546463013, 0.9732474088668823, 1.0203831195831299, 0.9988205432891846, 0.9942519068717957, 1.0144108533859253, 0.9997424483299255, 0.8331103920936584]",,,
47,MeanPoolMLP_NLL+cdfCal90,0.34776684641838074,0.2602209746837616,-0.831520140171051,0.13770325481891632,0.01355651579797268,0.01355651579797268,"[0.012885116040706635, 0.014717343263328075, 0.009980551898479462, 0.024325959384441376, 0.0174080953001976, 0.01818319782614708, 0.004656197968870401, 0.014482029713690281, 0.011990159749984741, 0.006936507299542427]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL,,,0.8977619047619048,"[0.8956746031746031, 0.9001984126984127, 0.8979761904761905, 0.8968253968253969, 0.9043650793650794, 0.8982142857142857, 0.8955555555555555, 0.893015873015873, 0.9007539682539683, 0.8950396825396826]",
47,MeanPoolMLP_NLL+gaussSplitConf90,0.34776684641838074,0.2602209746837616,-0.831520140171051,0.13770325481891632,0.01355651579797268,0.01355651579797268,"[0.012885116040706635, 0.014717343263328075, 0.009980551898479462, 0.024325959384441376, 0.0174080953001976, 0.01818319782614708, 0.004656197968870401, 0.014482029713690281, 0.011990159749984741, 0.006936507299542427]",,MeanPoolMLP_NLL,MeanPoolMLP_NLL_seed47,meanpool,MeanPoolMLP,nll,NLL,,,0.9061309523809523,"[0.9005952380952381, 0.8988492063492064, 0.9010317460317461, 0.9068650793650793, 0.9053571428571429, 0.9017857142857143, 0.9012698412698412, 0.8926984126984127, 0.9022222222222223, 0.9506349206349206]","[0.0, 0.026461747420440114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0061289793869743515, 0.0015416896882774157, 0.0]"
47,FlatMLP_NLL,0.2342607080936432,0.16015081107616425,-1.3240439891815186,0.058883775025606155,0.011509192176163197,0.011509192176163197,"[0.004698542878031731, 0.007053057197481394, 0.008746804669499397, 0.01056766789406538, 0.02044212445616722, 0.01271114218980074, 0.0044532050378620625, 0.02167927473783493, 0.018478896468877792, 0.006261199712753296]","[[0.5019444227218628, 0.7928571701049805, 0.8905158638954163, 0.9386110901832581], [0.4935714304447174, 0.784166693687439, 0.8831349015235901, 0.9355158805847168], [0.5231349468231201, 0.807619035243988, 0.8999999761581421, 0.9466269612312317], [0.5321428775787354, 0.819523811340332, 0.9023016095161438, 0.9436904788017273], [0.5075793862342834, 0.7977777719497681, 0.8885714411735535, 0.9344841241836548], [0.5299999713897705, 0.8132936358451843, 0.900158703327179, 0.9423412680625916], [0.4906349182128906, 0.7865079641342163, 0.8842063546180725, 0.9335317611694336], [0.5071825385093689, 0.8094841241836548, 0.9159920811653137, 0.9622222185134888], [0.5291270017623901, 0.811468243598938, 0.9011111259460449, 0.9472222328186035], [0.4096825420856476, 0.7619444727897644, 0.8922619223594666, 0.9540476202964783]]",FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL,,,,,
47,FlatMLP_NLL+posthocT,0.2342607080936432,0.16015081107616425,-1.3251527547836304,0.06302408874034882,0.011191357858479023,0.011191357858479023,"[0.00362248532474041, 0.005342789925634861, 0.010228060185909271, 0.01209701132029295, 0.01831197179853916, 0.013221124187111855, 0.0026970929466187954, 0.022496724501252174, 0.01792500726878643, 0.0059713018126785755]","[[0.5161111354827881, 0.8083333373069763, 0.9008730053901672, 0.9456745982170105], [0.5073809623718262, 0.7990872859954834, 0.8936507701873779, 0.9439682364463806], [0.5374603271484375, 0.8216666579246521, 0.9112698435783386, 0.9539285898208618], [0.5467857122421265, 0.8322222232818604, 0.9114285707473755, 0.9502381086349487], [0.5224603414535522, 0.8103174567222595, 0.8988491892814636, 0.9414682388305664], [0.544603168964386, 0.8252381086349487, 0.9095237851142883, 0.9490079283714294], [0.5037301778793335, 0.8011507987976074, 0.8955555558204651, 0.9413889050483704], [0.5225793719291687, 0.8258730173110962, 0.9272618889808655, 0.9684126973152161], [0.5433333516120911, 0.8257142901420593, 0.9107142686843872, 0.9547222256660461], [0.42369046807289124, 0.7825793623924255, 0.9069841504096985, 0.9621825218200684]]",FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL,1.0345594882965088,,,,
47,FlatMLP_NLL+pfT,0.2342607080936432,0.16015081107616425,-1.326123833656311,0.06253471970558167,0.01122987363487482,0.01122987363487482,"[0.0038765708450227976, 0.005139203276485205, 0.00986052118241787, 0.010909905657172203, 0.017251810058951378, 0.013505721464753151, 0.002808570396155119, 0.023080972954630852, 0.019847191870212555, 0.006018267944455147]","[[0.5185317397117615, 0.8105952143669128, 0.9025396704673767, 0.9473015666007996], [0.519960343837738, 0.8102777600288391, 0.9032936692237854, 0.948888897895813], [0.5350793600082397, 0.8191269636154175, 0.9092857241630554, 0.9524999856948853], [0.5403571724891663, 0.8274999856948853, 0.9080555438995361, 0.9476587176322937], [0.5467857122421265, 0.8329761624336243, 0.9142857193946838, 0.9517857432365417], [0.5470634698867798, 0.8269047737121582, 0.9110714197158813, 0.9498412609100342], [0.5139285922050476, 0.8118650913238525, 0.9034523963928223, 0.9469444155693054], [0.49166667461395264, 0.7918254137039185, 0.9024603366851807, 0.9547222256660461], [0.5180952548980713, 0.8007539510726929, 0.8933333158493042, 0.9412301778793335], [0.4328174591064453, 0.7936905026435852, 0.9159920811653137, 0.9665079116821289]]",FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL,,"[1.0397861003875732, 1.0639021396636963, 1.0278018712997437, 1.0204310417175293, 1.0949780941009521, 1.0394377708435059, 1.0613397359848022, 0.9637231230735779, 0.97332364320755, 1.0561085939407349]",,,
47,FlatMLP_NLL+cdfCal90,0.2342607080936432,0.16015081107616425,-1.3240439891815186,0.058883775025606155,0.011509192176163197,0.011509192176163197,"[0.004698542878031731, 0.007053057197481394, 0.008746804669499397, 0.01056766789406538, 0.02044212445616722, 0.01271114218980074, 0.0044532050378620625, 0.02167927473783493, 0.018478896468877792, 0.006261199712753296]",,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL,,,0.8999801587301587,"[0.8975396825396825, 0.9004761904761904, 0.9033730158730159, 0.8992460317460318, 0.9017857142857143, 0.9026190476190477, 0.9023412698412698, 0.8941269841269841, 0.8964682539682539, 0.9018253968253969]",
47,FlatMLP_NLL+gaussSplitConf90,0.2342607080936432,0.16015081107616425,-1.3240439891815186,0.058883775025606155,0.011509192176163197,0.011509192176163197,"[0.004698542878031731, 0.007053057197481394, 0.008746804669499397, 0.01056766789406538, 0.02044212445616722, 0.01271114218980074, 0.0044532050378620625, 0.02167927473783493, 0.018478896468877792, 0.006261199712753296]",,FlatMLP_NLL,FlatMLP_NLL_seed47,flatmlp,FlatMLP,nll,NLL,,,0.9029920634920634,"[0.8950396825396826, 0.9025, 0.9031349206349206, 0.9023015873015873, 0.9079761904761905, 0.9038492063492064, 0.9002777777777777, 0.9159920634920635, 0.9011111111111111, 0.8977380952380952]","[0.004316371519341707, 0.011754261497591588, 0.0028594096733295547, 0.0, 0.022441792116365027, 0.004650378818671687, 0.007798833052560516, 0.0, 0.0, 0.0007101137422149695]"
47,DeepSets_NLL,0.3696354329586029,0.2863895893096924,-0.8094663023948669,0.1769425868988037,0.018169669434428215,0.018169669434428215,"[0.012691603042185307, 0.005512423347681761, 0.015376070514321327, 0.018512101843953133, 0.021298903971910477, 0.013902694918215275, 0.005930694751441479, 0.018836375325918198, 0.061993520706892014, 0.007642308250069618]","[[0.5378174781799316, 0.8286904692649841, 0.9134920835494995, 0.9556348919868469], [0.5301983952522278, 0.8136507868766785, 0.9039285778999329, 0.9488095045089722], [0.542539656162262, 0.8252381086349487, 0.907182514667511, 0.9449999928474426], [0.5492063760757446, 0.8161507844924927, 0.8954761624336243, 0.9371031522750854], [0.5071428418159485, 0.7900000214576721, 0.882539689540863, 0.9294047355651855], [0.5296825170516968, 0.8033333420753479, 0.89682537317276, 0.9441269636154175], [0.5348016023635864, 0.8227777481079102, 0.9109920859336853, 0.9530158638954163], [0.4598412811756134, 0.7681348919868469, 0.8854761719703674, 0.9456745982170105], [0.4019841253757477, 0.7455158829689026, 0.9095634818077087, 0.9810317754745483], [0.346746027469635, 0.6856349110603333, 0.8313094973564148, 0.9131349325180054]]",DeepSets_NLL,DeepSets_NLL_seed47,deepsets,DeepSets,nll,NLL,,,,,
47,DeepSets_NLL+posthocT,0.3696354329586029,0.2863895893096924,-0.8104857206344604,0.18786880373954773,0.017733346670866013,0.017733346670866013,"[0.018103791400790215, 0.008344589732587337, 0.01928980089724064, 0.02226361446082592, 0.0160504300147295, 0.019158249720931053, 0.008762278594076633, 0.016623709350824356, 0.04180677607655525, 0.006930254399776459]","[[0.5515079498291016, 0.8401983976364136, 0.9218651056289673, 0.9607142806053162], [0.5425000190734863, 0.8256745934486389, 0.9128968119621277, 0.9547222256660461], [0.554206371307373, 0.8360714316368103, 0.9140079617500305, 0.950515866279602], [0.5632539391517639, 0.8261111378669739, 0.9035714268684387, 0.9430555701255798], [0.5209127068519592, 0.8030952215194702, 0.8927381038665771, 0.9360317587852478], [0.5413888692855835, 0.8158730268478394, 0.9057539701461792, 0.9498412609100342], [0.5470238327980042, 0.834761917591095, 0.9199206233024597, 0.9587698578834534], [0.47107142210006714, 0.7830158472061157, 0.8978174328804016, 0.9531745910644531], [0.4144047498703003, 0.7652778029441833, 0.925595223903656, 0.9869444370269775], [0.35948413610458374, 0.7044444680213928, 0.8473412990570068, 0.9235714077949524]]",DeepSets_NLL,DeepSets_NLL_seed47,deepsets,DeepSets,nll,NLL,1.0304125547409058,,,,
47,DeepSets_NLL+pfT,0.3696354329586029,0.2863895893096924,-0.814434289932251,0.18521152436733246,0.014512685127556324,0.014512685127556324,"[0.008823545649647713, 0.005093976855278015, 0.014816118404269218, 0.01910604164004326, 0.016493838280439377, 0.01385753508657217, 0.00376898399554193, 0.016409600153565407, 0.0430646613240242, 0.0036925598978996277]","[[0.5250793695449829, 0.8163889050483704, 0.9060714244842529, 0.9495635032653809], [0.5264285802841187, 0.8094444274902344, 0.9014682769775391, 0.9467460513114929], [0.5380159020423889, 0.8211110830307007, 0.9042063355445862, 0.9432539939880371], [0.5528967976570129, 0.8185714483261108, 0.8976587057113647, 0.9386110901832581], [0.5433333516120911, 0.8231348991394043, 0.9050793647766113, 0.946587324142456], [0.5309920907020569, 0.8050000071525574, 0.8980555534362793, 0.9451587200164795], [0.523888885974884, 0.8122222423553467, 0.9028968214988708, 0.9489285945892334], [0.47412699460983276, 0.7866666913032532, 0.9009523987770081, 0.9550793766975403], [0.4134126901626587, 0.7638491988182068, 0.9246031641960144, 0.9866269826889038], [0.42476189136505127, 0.7932142615318298, 0.9139285683631897, 0.9642857313156128]]",DeepSets_NLL,DeepSets_NLL_seed47,deepsets,DeepSets,nll,NLL,,"[0.9715336561203003, 0.9906795620918274, 0.9893068671226501, 1.0076301097869873, 1.0837461948394775, 1.0038560628890991, 0.9759088158607483, 1.0377568006515503, 1.028517484664917, 1.193999171257019]",,,
47,DeepSets_NLL+cdfCal90,0.3696354329586029,0.2863895893096924,-0.8094663023948669,0.1769425868988037,0.018169669434428215,0.018169669434428215,"[0.012691603042185307, 0.005512423347681761, 0.015376070514321327, 0.018512101843953133, 0.021298903971910477, 0.013902694918215275, 0.005930694751441479, 0.018836375325918198, 0.061993520706892014, 0.007642308250069618]",,DeepSets_NLL,DeepSets_NLL_seed47,deepsets,DeepSets,nll,NLL,,,0.8981150793650794,"[0.8986507936507937, 0.8972222222222223, 0.8973015873015873, 0.898968253968254, 0.9031746031746032, 0.8980952380952381, 0.8976587301587302, 0.895436507936508, 0.8969444444444444, 0.8976984126984127]",
